Transaction_ID,User_ID,Timestamp,Amount,Transaction_Mode,Transaction_Type,Merchant_Category,UPI_App,Location_State,Device_Type,Is_First_Time_Payee,Days_Since_Last_Txn,Txn_Count_Last_7_Days,Avg_Amt_Last_30_Days,Amount_vs_Avg_Deviation,Weekday_Weekend,Time_Of_Day,Payee_Repetition_Count,Txn_Velocity_Per_Hour,Amount_Velocity_Per_Day,Usual_Transaction_Mode,Mode_Deviation,Merchant_Loyalty_Score,New_Payees_Last_7_Days,Repeat_vs_New_Ratio,Is_Fraud
TXN00549,user_42,2026-03-09 17:27:23.065490,445,Phone Number,P2P,Fuel,GPay,Delhi,Mobile,False,5,18,227,1,Weekday,Evening,2,2.61,583.71,Phone Number,False,0.21,3,0.5,0
TXN00550,user_100,2026-02-09 22:17:23.065505,1560,Intent Link,P2P,Fuel,Paytm,Delhi,Mobile,False,4,13,383,3,Weekday,Night,10,1.15,711.29,QR,True,0.71,5,1.67,0
TXN00551,user_19,2026-02-12 01:18:23.065520,120,QR,Self Transfer,Mobile Recharge,BHIM,Maharashtra,Desktop,True,9,16,971,-1,Weekday,Night,7,3.37,2219.43,QR,False,0.32,1,3.5,0
TXN00552,user_78,2026-03-06 14:14:23.065534,1768,UPI_ID,Self Transfer,Transportation,PhonePe,Tamil Nadu,Mobile,False,12,3,931,1,Weekday,Afternoon,3,2.03,399.0,Intent Link,True,0.78,3,0.75,0
TXN00553,user_83,2026-02-11 15:15:23.065547,1990,UPI_ID,P2P,Food & Restaurants,Paytm,Tamil Nadu,Mobile,True,15,8,215,8,Weekday,Afternoon,4,0.43,245.71,UPI_ID,False,0.82,1,2.0,0
TXN00554,user_40,2026-03-02 01:14:23.065561,796,UPI_ID,P2P,Grocery,GPay,Tamil Nadu,Desktop,True,13,8,770,0,Weekday,Night,8,1.88,880.0,Phone Number,True,0.84,5,1.33,1
TXN00555,user_55,2026-02-28 12:01:23.065574,1394,Intent Link,P2P,Bills & Utilities,GPay,Maharashtra,Mobile,False,11,10,196,6,Weekend,Afternoon,10,3.63,280.0,UPI_ID,True,0.43,3,2.5,0
TXN00556,user_11,2026-02-12 14:45:23.065588,1633,QR,Self Transfer,Mobile Recharge,BHIM,Maharashtra,Desktop,False,11,5,263,5,Weekday,Afternoon,6,0.24,187.86,Phone Number,True,0.39,4,1.2,0
TXN00557,user_48,2026-02-11 07:32:23.065601,452,Phone Number,P2P,Grocery,BHIM,Karnataka,Desktop,True,3,3,560,0,Weekday,Morning,2,0.21,240.0,QR,True,0.87,5,0.33,0
TXN00558,user_12,2026-03-02 12:12:23.065615,1188,Intent Link,Self Transfer,Online Shopping,BHIM,West Bengal,Desktop,True,7,13,601,1,Weekday,Afternoon,5,1.32,1116.14,Intent Link,False,0.58,3,1.25,0
TXN00559,user_64,2026-02-22 22:31:23.065629,188,QR,Self Transfer,Transportation,GPay,Maharashtra,Desktop,True,6,8,884,-1,Weekend,Night,1,0.34,1010.29,Intent Link,True,0.21,4,0.2,0
TXN00560,user_18,2026-02-11 13:20:23.065643,535,QR,Self Transfer,Online Shopping,BHIM,Maharashtra,Mobile,True,1,12,173,2,Weekday,Afternoon,2,0.66,296.57,Intent Link,True,0.28,2,0.67,0
TXN00561,user_19,2026-02-27 17:22:23.065656,1778,UPI_ID,P2M,Online Shopping,PhonePe,Tamil Nadu,Mobile,False,4,14,958,1,Weekday,Evening,0,4.97,1916.0,UPI_ID,False,0.25,5,0.0,0
TXN00562,user_54,2026-03-08 10:53:23.065670,1725,Intent Link,Self Transfer,Fuel,GPay,Delhi,Mobile,True,1,5,819,1,Weekend,Morning,7,0.24,585.0,Phone Number,True,0.22,3,1.75,0
TXN00563,user_65,2026-03-07 15:58:23.065683,1312,Phone Number,Self Transfer,Medical & Pharmacy,PhonePe,Karnataka,Mobile,False,2,14,573,1,Weekend,Afternoon,8,1.08,1146.0,Phone Number,False,0.88,5,1.33,0
TXN00564,user_28,2026-02-27 21:20:23.065696,179,Intent Link,P2M,Transportation,Paytm,Karnataka,Desktop,True,1,8,438,-1,Weekday,Night,2,0.41,500.57,UPI_ID,True,0.65,5,0.33,0
TXN00565,user_14,2026-03-09 14:00:23.065710,749,QR,Self Transfer,Online Shopping,GPay,Tamil Nadu,Mobile,True,9,20,297,2,Weekday,Afternoon,0,3.76,848.57,Phone Number,True,0.34,1,0.0,0
TXN00566,user_31,2026-03-04 13:47:23.065723,1448,UPI_ID,P2M,Grocery,GPay,Delhi,Mobile,False,9,19,521,2,Weekday,Afternoon,9,0.82,1414.14,UPI_ID,False,0.55,3,2.25,0
TXN00567,user_51,2026-02-17 05:15:23.065737,167,QR,P2P,Online Shopping,BHIM,Karnataka,Mobile,False,5,4,259,0,Weekday,Night,6,0.89,148.0,UPI_ID,True,0.52,5,1.0,0
TXN00568,user_12,2026-02-09 18:09:23.065750,1368,Intent Link,P2P,Mobile Recharge,Paytm,Delhi,Desktop,False,1,7,122,10,Weekday,Evening,2,0.33,122.0,Phone Number,True,0.74,4,0.4,0
TXN00569,user_27,2026-02-20 21:19:23.065764,1703,Phone Number,Self Transfer,Medical & Pharmacy,GPay,Karnataka,Mobile,False,10,5,520,2,Weekday,Night,1,1.02,371.43,QR,True,0.41,0,1.0,1
TXN00570,user_74,2026-03-01 05:18:23.065778,964,Phone Number,P2M,Mobile Recharge,PhonePe,Tamil Nadu,Desktop,True,11,3,613,1,Weekend,Night,7,0.14,262.71,Intent Link,True,0.48,2,2.33,0
TXN00571,user_88,2026-03-08 02:00:23.065792,1650,Intent Link,P2M,Online Shopping,GPay,West Bengal,Mobile,True,0,17,380,3,Weekend,Night,5,3.73,922.86,Intent Link,False,0.27,0,5.0,0
TXN00572,user_73,2026-02-28 14:09:23.065806,1358,Intent Link,P2M,Medical & Pharmacy,BHIM,Tamil Nadu,Mobile,True,3,13,587,1,Weekend,Afternoon,10,0.59,1090.14,Phone Number,True,0.85,0,10.0,0
TXN00573,user_26,2026-02-28 06:19:23.065820,538,Intent Link,P2P,Online Shopping,Paytm,Karnataka,Mobile,True,15,11,885,0,Weekend,Morning,9,2.53,1390.71,QR,True,0.35,3,2.25,0
TXN00574,user_77,2026-02-16 04:20:23.065833,1596,QR,P2P,Transportation,BHIM,Delhi,Desktop,True,2,12,676,1,Weekday,Night,7,2.82,1158.86,UPI_ID,True,0.39,1,3.5,0
TXN00575,user_92,2026-02-26 02:50:23.065847,1702,Intent Link,P2M,Fuel,Paytm,Maharashtra,Mobile,False,13,7,874,1,Weekday,Night,2,0.58,874.0,UPI_ID,True,0.57,0,2.0,0
TXN00576,user_90,2026-02-27 04:25:23.065861,1418,UPI_ID,Self Transfer,Transportation,PhonePe,Delhi,Desktop,True,4,19,845,1,Weekday,Night,0,0.88,2293.57,QR,True,0.85,4,0.0,0
TXN00577,user_41,2026-03-08 18:57:23.065874,1396,UPI_ID,P2P,Grocery,PhonePe,Maharashtra,Desktop,True,12,9,696,1,Weekend,Evening,7,1.51,894.86,Intent Link,True,0.35,1,3.5,0
TXN00578,user_87,2026-02-22 16:00:23.065888,1239,Intent Link,Self Transfer,Grocery,BHIM,Karnataka,Desktop,False,11,12,765,1,Weekend,Afternoon,4,0.6,1311.43,UPI_ID,True,0.5,2,1.33,0
TXN00579,user_43,2026-03-09 10:54:23.065902,321,Intent Link,P2M,Online Shopping,Paytm,Karnataka,Desktop,True,2,14,887,-1,Weekday,Morning,2,0.72,1774.0,QR,True,0.27,4,0.4,0
TXN00580,user_79,2026-02-11 03:17:23.065916,1744,Phone Number,P2M,Food & Restaurants,PhonePe,Maharashtra,Desktop,False,3,16,78,21,Weekday,Night,10,2.91,178.29,UPI_ID,True,0.53,3,2.5,0
TXN00581,user_60,2026-02-26 19:38:23.065930,1653,Phone Number,Self Transfer,Grocery,Paytm,Delhi,Desktop,True,0,13,172,9,Weekday,Evening,5,0.6,319.43,Phone Number,False,0.49,1,2.5,1
TXN00582,user_20,2026-02-15 04:30:23.065944,674,QR,Self Transfer,Online Shopping,BHIM,Maharashtra,Desktop,True,13,17,756,0,Weekend,Night,5,4.29,1836.0,Intent Link,True,0.65,1,2.5,0
TXN00583,user_23,2026-02-28 05:50:23.065958,326,UPI_ID,Self Transfer,Transportation,BHIM,Delhi,Mobile,False,6,6,827,-1,Weekend,Night,3,1.91,708.86,QR,True,0.22,0,3.0,1
TXN00584,user_99,2026-02-22 12:22:23.065972,1665,QR,P2M,Food & Restaurants,Paytm,Maharashtra,Mobile,True,9,20,532,2,Weekend,Afternoon,9,3.66,1520.0,UPI_ID,True,0.79,3,2.25,0
TXN00585,user_49,2026-02-16 07:41:23.065986,18,UPI_ID,P2P,Fuel,BHIM,West Bengal,Mobile,True,4,2,323,-1,Weekday,Morning,1,0.27,92.29,UPI_ID,False,0.83,1,0.5,0
TXN00586,user_64,2026-02-13 04:25:23.065999,1236,Intent Link,P2P,Transportation,BHIM,Tamil Nadu,Mobile,False,12,7,982,0,Weekday,Night,1,0.33,982.0,UPI_ID,True,0.64,3,0.25,0
TXN00587,user_21,2026-03-07 07:23:23.066013,1265,Intent Link,Self Transfer,Grocery,GPay,Maharashtra,Desktop,True,6,6,297,3,Weekend,Morning,1,0.4,254.57,Phone Number,True,0.58,2,0.33,0
TXN00588,user_98,2026-03-08 09:28:23.066027,1270,QR,P2P,Food & Restaurants,GPay,Maharashtra,Desktop,False,15,12,563,1,Weekend,Morning,3,2.15,965.14,Phone Number,True,0.26,0,3.0,0
TXN00589,user_84,2026-03-03 01:36:23.066040,1561,Phone Number,P2P,Transportation,PhonePe,Delhi,Desktop,True,9,16,152,9,Weekday,Night,8,3.33,347.43,QR,True,0.34,3,2.0,0
TXN00590,user_56,2026-02-12 01:56:23.066055,1523,Intent Link,P2M,Fuel,PhonePe,West Bengal,Desktop,False,2,20,564,2,Weekday,Night,5,1.76,1611.43,UPI_ID,True,0.82,4,1.0,0
TXN00591,user_33,2026-02-22 03:05:23.066068,1926,QR,P2M,Online Shopping,BHIM,Maharashtra,Desktop,True,2,20,375,4,Weekend,Night,6,3.36,1071.43,UPI_ID,True,0.46,0,6.0,0
TXN00592,user_41,2026-03-09 16:03:23.066081,1267,QR,Self Transfer,Online Shopping,GPay,Karnataka,Desktop,True,6,1,935,0,Weekday,Afternoon,3,0.3,133.57,Phone Number,True,0.39,3,0.75,0
TXN00593,user_86,2026-03-09 21:26:23.066095,210,QR,P2P,Transportation,BHIM,Karnataka,Mobile,False,13,14,940,-1,Weekday,Night,5,3.74,1880.0,QR,False,0.52,2,1.67,0
TXN00594,user_76,2026-02-28 08:47:23.066111,1377,Intent Link,P2M,Fuel,PhonePe,Karnataka,Mobile,True,10,1,114,11,Weekend,Morning,0,0.06,16.29,UPI_ID,True,0.25,5,0.0,0
TXN00595,user_54,2026-02-17 07:06:23.066125,605,Intent Link,Self Transfer,Online Shopping,GPay,Karnataka,Desktop,False,15,11,723,0,Weekday,Morning,6,0.54,1136.14,Phone Number,True,0.88,0,6.0,0
TXN00596,user_48,2026-02-09 21:17:23.066138,139,UPI_ID,P2M,Bills & Utilities,BHIM,Maharashtra,Mobile,True,6,1,603,-1,Weekday,Night,0,0.06,86.14,QR,True,0.77,0,0.0,0
TXN00597,user_69,2026-03-11 17:28:23.066152,695,Phone Number,P2P,Fuel,Paytm,Delhi,Desktop,False,5,2,640,0,Weekday,Evening,0,0.09,182.86,UPI_ID,True,0.61,0,0.0,0
TXN00598,user_41,2026-02-13 11:35:23.066166,96,QR,Self Transfer,Transportation,BHIM,Karnataka,Desktop,False,15,19,878,-1,Weekday,Morning,10,3.07,2383.14,UPI_ID,True,0.38,3,2.5,0
TXN00599,user_11,2026-02-28 22:30:23.066180,1947,UPI_ID,P2P,Bills & Utilities,GPay,Maharashtra,Desktop,False,6,8,970,1,Weekend,Night,1,0.65,1108.57,Intent Link,True,0.44,0,1.0,0
TXN00600,user_98,2026-02-23 23:29:23.066193,1501,UPI_ID,P2P,Fuel,PhonePe,Delhi,Desktop,False,6,11,174,8,Weekday,Night,7,0.58,273.43,QR,True,0.33,5,1.17,0
TXN00601,user_22,2026-02-19 06:28:23.066207,1518,UPI_ID,P2P,Food & Restaurants,GPay,Karnataka,Mobile,False,0,19,73,20,Weekday,Morning,2,1.59,198.14,UPI_ID,False,0.57,3,0.5,0
TXN00602,user_16,2026-02-10 23:18:23.066238,49,Intent Link,Self Transfer,Transportation,Paytm,Tamil Nadu,Desktop,False,11,12,357,-1,Weekday,Night,3,3.69,612.0,Intent Link,False,0.65,1,1.5,0
TXN00603,user_55,2026-03-06 07:11:23.066274,980,Intent Link,P2P,Mobile Recharge,GPay,Maharashtra,Mobile,True,3,13,782,0,Weekday,Morning,9,5.85,1452.29,Intent Link,False,0.22,2,3.0,0
TXN00604,user_9,2026-02-23 13:06:23.066299,1368,QR,Self Transfer,Transportation,Paytm,Karnataka,Mobile,True,6,8,474,2,Weekday,Afternoon,6,0.89,541.71,UPI_ID,True,0.4,3,1.5,0
TXN00605,user_94,2026-03-12 13:12:23.066324,551,QR,P2M,Medical & Pharmacy,GPay,Maharashtra,Mobile,False,14,17,997,0,Weekday,Afternoon,4,3.99,2421.29,QR,False,0.21,5,0.67,0
TXN00606,user_43,2026-03-12 11:07:23.066348,855,Intent Link,Self Transfer,Mobile Recharge,GPay,Karnataka,Mobile,False,3,3,479,1,Weekday,Morning,10,1.47,205.29,Phone Number,True,0.21,0,10.0,0
TXN00607,user_38,2026-02-14 08:50:23.066373,331,Phone Number,Self Transfer,Mobile Recharge,Paytm,Karnataka,Desktop,False,8,17,805,-1,Weekend,Morning,2,1.05,1955.0,UPI_ID,True,0.38,0,2.0,0
TXN00608,user_46,2026-03-02 18:02:23.066401,1389,QR,P2M,Medical & Pharmacy,PhonePe,Maharashtra,Desktop,False,0,17,260,4,Weekday,Evening,1,2.57,631.43,UPI_ID,True,0.72,2,0.33,0
TXN00609,user_47,2026-03-05 17:18:23.066428,169,Intent Link,Self Transfer,Transportation,PhonePe,Delhi,Desktop,False,12,7,696,-1,Weekday,Evening,10,0.48,696.0,Phone Number,True,0.86,0,10.0,0
TXN00610,user_25,2026-03-10 21:50:23.066455,1311,Phone Number,P2P,Food & Restaurants,GPay,Karnataka,Mobile,False,4,11,310,3,Weekday,Night,6,0.84,487.14,Phone Number,False,0.4,3,1.5,0
TXN00611,user_21,2026-03-03 01:05:23.066481,1902,QR,P2M,Fuel,GPay,Tamil Nadu,Desktop,False,0,3,194,9,Weekday,Night,0,0.28,83.14,UPI_ID,True,0.66,3,0.0,1
TXN00612,user_33,2026-03-08 04:27:23.066505,868,QR,Self Transfer,Mobile Recharge,PhonePe,Karnataka,Mobile,False,7,10,946,0,Weekend,Night,1,5.75,1351.43,Phone Number,True,0.85,5,0.17,0
TXN00613,user_87,2026-02-20 03:56:23.066532,842,QR,Self Transfer,Food & Restaurants,BHIM,Delhi,Mobile,True,8,13,657,0,Weekday,Night,4,3.15,1220.14,Phone Number,True,0.59,2,1.33,0
TXN00614,user_11,2026-03-02 21:24:23.066556,798,QR,Self Transfer,Mobile Recharge,BHIM,Delhi,Desktop,False,11,15,311,2,Weekday,Night,6,1.38,666.43,UPI_ID,True,0.49,3,1.5,0
TXN00615,user_4,2026-02-10 23:22:23.066582,1968,QR,Self Transfer,Food & Restaurants,Paytm,Maharashtra,Desktop,True,12,14,439,3,Weekday,Night,2,3.59,878.0,Phone Number,True,0.67,4,0.4,0
TXN00616,user_98,2026-02-12 23:54:23.066608,1789,Phone Number,Self Transfer,Food & Restaurants,GPay,Delhi,Desktop,False,1,2,268,6,Weekday,Night,0,0.53,76.57,UPI_ID,True,0.61,2,0.0,0
TXN00617,user_92,2026-03-10 18:10:23.066636,430,QR,P2P,Mobile Recharge,PhonePe,Delhi,Desktop,True,15,17,80,4,Weekday,Evening,8,1.11,194.29,Intent Link,True,0.34,5,1.33,1
TXN00618,user_20,2026-02-21 12:50:23.066662,1305,UPI_ID,Self Transfer,Bills & Utilities,BHIM,Karnataka,Mobile,True,9,4,400,2,Weekend,Afternoon,3,0.39,228.57,Intent Link,True,0.89,0,3.0,0
TXN00619,user_70,2026-03-03 20:40:23.066701,1729,QR,P2P,Food & Restaurants,PhonePe,Maharashtra,Mobile,False,15,15,500,2,Weekday,Evening,6,1.96,1071.43,UPI_ID,True,0.67,1,3.0,0
TXN00620,user_64,2026-02-28 19:06:23.066726,1937,Intent Link,P2P,Transportation,GPay,Delhi,Desktop,True,12,13,226,8,Weekend,Evening,1,10.37,419.71,Intent Link,False,0.41,3,0.25,0
TXN00621,user_85,2026-02-21 02:21:23.066750,1738,Phone Number,P2P,Mobile Recharge,PhonePe,Delhi,Mobile,False,12,12,788,1,Weekend,Night,7,0.94,1350.86,Intent Link,True,0.32,5,1.17,0
TXN00622,user_84,2026-02-16 22:02:23.066772,1543,Intent Link,P2P,Mobile Recharge,BHIM,Karnataka,Desktop,True,8,15,853,1,Weekday,Night,4,3.77,1827.86,Phone Number,True,0.43,5,0.67,0
TXN00623,user_45,2026-02-21 20:30:23.066794,1523,QR,P2P,Food & Restaurants,GPay,Karnataka,Desktop,False,7,13,645,1,Weekend,Evening,0,0.55,1197.86,QR,False,0.77,0,0.0,0
TXN00624,user_31,2026-03-09 10:37:23.066821,267,UPI_ID,P2P,Transportation,GPay,Karnataka,Desktop,True,5,13,81,2,Weekday,Morning,1,1.55,150.43,Phone Number,True,0.69,0,1.0,0
TXN00625,user_82,2026-02-21 23:11:23.066847,1842,QR,P2P,Fuel,PhonePe,Karnataka,Mobile,True,0,7,636,2,Weekend,Night,7,0.45,636.0,Phone Number,True,0.67,3,1.75,0
TXN00626,user_18,2026-02-12 16:00:23.066901,1594,QR,P2P,Food & Restaurants,BHIM,West Bengal,Desktop,False,4,14,507,2,Weekday,Afternoon,5,0.72,1014.0,Intent Link,True,0.51,1,2.5,0
TXN00627,user_10,2026-02-22 14:15:23.066918,239,QR,P2P,Fuel,Paytm,Tamil Nadu,Mobile,False,8,17,169,0,Weekend,Afternoon,1,1.7,410.43,Intent Link,True,0.45,0,1.0,0
TXN00628,user_21,2026-02-10 07:19:23.066932,1373,Intent Link,Self Transfer,Bills & Utilities,GPay,West Bengal,Mobile,False,8,18,459,2,Weekday,Morning,8,1.12,1180.29,Phone Number,True,0.22,4,1.6,0
TXN00629,user_26,2026-03-02 15:15:23.066947,405,Intent Link,P2P,Online Shopping,GPay,Delhi,Mobile,False,2,7,517,0,Weekday,Afternoon,10,0.33,517.0,QR,True,0.54,0,10.0,0
TXN00630,user_93,2026-03-11 13:21:23.066962,133,Intent Link,P2M,Bills & Utilities,PhonePe,Tamil Nadu,Mobile,True,6,16,603,-1,Weekday,Afternoon,10,1.2,1378.29,Intent Link,False,0.8,2,3.33,0
TXN00631,user_95,2026-03-11 22:53:23.066975,542,Intent Link,Self Transfer,Transportation,BHIM,West Bengal,Mobile,True,14,2,808,0,Weekday,Night,6,0.54,230.86,QR,True,0.63,5,1.0,0
TXN00632,user_46,2026-03-06 05:56:23.066989,624,QR,P2M,Bills & Utilities,GPay,Tamil Nadu,Mobile,True,2,2,482,0,Weekday,Night,3,0.87,137.71,UPI_ID,True,0.51,0,3.0,0
TXN00633,user_41,2026-02-28 20:42:23.067002,28,Intent Link,Self Transfer,Fuel,GPay,Tamil Nadu,Mobile,False,6,8,119,-1,Weekend,Evening,2,0.65,136.0,Intent Link,False,0.71,4,0.4,0
TXN00634,user_29,2026-02-25 18:04:23.067016,788,Phone Number,Self Transfer,Fuel,GPay,Tamil Nadu,Desktop,False,15,12,506,1,Weekday,Evening,10,1.61,867.43,Phone Number,False,0.34,1,5.0,0
TXN00635,user_67,2026-03-05 06:36:23.067030,1202,UPI_ID,P2P,Bills & Utilities,BHIM,Karnataka,Mobile,True,15,18,327,3,Weekday,Morning,1,0.89,840.86,QR,True,0.39,2,0.33,0
TXN00636,user_39,2026-02-14 14:20:23.067043,1391,Intent Link,P2M,Transportation,GPay,Maharashtra,Mobile,False,5,9,867,1,Weekend,Afternoon,7,0.56,1114.71,Intent Link,False,0.57,0,7.0,0
TXN00637,user_5,2026-02-23 04:24:23.067057,1561,UPI_ID,P2M,Online Shopping,BHIM,Karnataka,Mobile,True,12,1,88,17,Weekday,Night,4,0.04,12.57,QR,True,0.85,4,0.8,0
TXN00638,user_69,2026-02-26 02:47:23.067071,964,QR,P2P,Fuel,GPay,Delhi,Desktop,True,7,19,150,5,Weekday,Night,2,1.01,407.14,Intent Link,True,0.41,3,0.5,0
TXN00639,user_5,2026-02-21 08:00:23.067085,488,UPI_ID,P2M,Fuel,Paytm,Delhi,Mobile,False,14,9,987,-1,Weekend,Morning,10,6.44,1269.0,UPI_ID,False,0.21,4,2.0,1
TXN00640,user_46,2026-02-24 19:29:23.067098,289,Phone Number,Self Transfer,Bills & Utilities,Paytm,Tamil Nadu,Desktop,True,8,18,524,0,Weekday,Evening,6,0.97,1347.43,UPI_ID,True,0.39,0,6.0,0
TXN00641,user_17,2026-03-04 20:12:23.067112,1238,QR,Self Transfer,Grocery,BHIM,West Bengal,Desktop,True,7,5,717,1,Weekday,Evening,3,2.08,512.14,UPI_ID,True,0.7,0,3.0,0
TXN00642,user_33,2026-03-11 18:29:23.067126,1121,UPI_ID,P2P,Grocery,BHIM,Tamil Nadu,Mobile,True,6,12,59,18,Weekday,Evening,9,1.41,101.14,Phone Number,True,0.46,1,4.5,0
TXN00643,user_54,2026-03-09 19:56:23.067140,656,Phone Number,P2M,Mobile Recharge,Paytm,Karnataka,Desktop,True,5,10,542,0,Weekday,Evening,0,1.06,774.29,Phone Number,False,0.4,2,0.0,0
TXN00644,user_76,2026-03-12 12:45:23.067154,180,QR,P2M,Online Shopping,GPay,Maharashtra,Desktop,True,2,7,383,-1,Weekday,Afternoon,8,0.3,383.0,Phone Number,True,0.89,5,1.33,0
TXN00645,user_74,2026-02-19 22:37:23.067168,71,Intent Link,P2M,Food & Restaurants,Paytm,Maharashtra,Desktop,True,10,14,125,0,Weekday,Night,8,2.12,250.0,Intent Link,False,0.74,0,8.0,0
TXN00646,user_59,2026-03-01 17:16:23.067182,797,Phone Number,Self Transfer,Medical & Pharmacy,GPay,Delhi,Desktop,True,14,8,176,4,Weekend,Evening,6,0.42,201.14,UPI_ID,True,0.36,2,2.0,0
TXN00647,user_17,2026-02-10 23:08:23.067196,1137,Phone Number,P2M,Mobile Recharge,GPay,Tamil Nadu,Desktop,False,4,14,705,1,Weekday,Night,9,0.98,1410.0,Phone Number,False,0.64,2,3.0,0
TXN00648,user_24,2026-02-12 02:23:23.067211,1602,UPI_ID,P2P,Food & Restaurants,GPay,Karnataka,Mobile,True,2,6,240,6,Weekday,Night,6,1.48,205.71,Intent Link,True,0.81,2,2.0,0
TXN00649,user_55,2026-03-01 11:58:23.067225,339,Phone Number,Self Transfer,Bills & Utilities,GPay,Tamil Nadu,Mobile,False,14,18,149,1,Weekend,Morning,4,0.82,383.14,Phone Number,False,0.64,0,4.0,0
TXN00650,user_56,2026-03-03 00:39:23.067238,1275,QR,P2P,Mobile Recharge,Paytm,Karnataka,Desktop,False,14,5,721,1,Weekday,Night,9,0.99,515.0,UPI_ID,True,0.71,4,1.8,0
TXN00651,user_99,2026-03-09 09:04:23.067252,68,Phone Number,P2M,Online Shopping,BHIM,Delhi,Mobile,True,1,16,939,-1,Weekday,Morning,0,0.81,2146.29,Intent Link,True,0.71,4,0.0,0
TXN00652,user_27,2026-02-27 00:06:23.067266,109,QR,P2P,Online Shopping,Paytm,Delhi,Desktop,False,7,19,564,-1,Weekday,Night,1,0.89,1530.86,Phone Number,True,0.4,2,0.33,0
TXN00653,user_78,2026-02-16 12:24:23.067279,1420,QR,P2P,Fuel,GPay,West Bengal,Mobile,True,15,8,877,1,Weekday,Afternoon,2,0.4,1002.29,QR,False,0.22,0,2.0,0
TXN00654,user_74,2026-02-26 16:55:23.067293,1430,UPI_ID,P2M,Mobile Recharge,BHIM,Karnataka,Desktop,True,4,17,812,1,Weekday,Afternoon,7,0.71,1972.0,UPI_ID,False,0.71,2,2.33,0
TXN00655,user_46,2026-02-15 13:36:23.067307,682,Phone Number,P2M,Food & Restaurants,GPay,Delhi,Mobile,False,3,8,824,0,Weekend,Afternoon,5,0.36,941.71,Phone Number,False,0.76,1,2.5,0
TXN00656,user_72,2026-02-18 20:21:23.067320,165,QR,Self Transfer,Bills & Utilities,PhonePe,Delhi,Desktop,True,15,1,900,-1,Weekday,Evening,2,0.05,128.57,Intent Link,True,0.71,4,0.4,0
TXN00657,user_26,2026-02-20 13:50:23.067334,1097,QR,Self Transfer,Grocery,PhonePe,Tamil Nadu,Desktop,False,12,7,826,0,Weekday,Afternoon,6,0.45,826.0,Intent Link,True,0.36,0,6.0,0
TXN00658,user_68,2026-02-19 10:27:23.067348,907,Intent Link,Self Transfer,Bills & Utilities,BHIM,West Bengal,Desktop,False,9,10,661,0,Weekday,Morning,4,3.11,944.29,Intent Link,False,0.28,5,0.67,0
TXN00659,user_97,2026-02-16 06:57:23.067361,1055,UPI_ID,P2P,Online Shopping,BHIM,Delhi,Mobile,False,12,15,745,0,Weekday,Morning,3,0.87,1596.43,Intent Link,True,0.74,5,0.5,0
TXN00660,user_63,2026-02-21 02:40:23.067374,168,Intent Link,P2P,Grocery,Paytm,Delhi,Desktop,False,12,8,107,1,Weekend,Night,4,0.41,122.29,QR,True,0.5,2,1.33,0
TXN00661,user_7,2026-03-04 00:37:23.067388,498,Intent Link,P2M,Online Shopping,PhonePe,West Bengal,Mobile,True,3,8,202,1,Weekday,Night,10,0.35,230.86,Phone Number,True,0.63,0,10.0,0
TXN00662,user_78,2026-02-23 15:37:23.067401,1744,Phone Number,Self Transfer,Transportation,GPay,Tamil Nadu,Mobile,False,6,1,258,6,Weekday,Afternoon,1,0.04,36.86,Phone Number,False,0.79,5,0.17,0
TXN00663,user_92,2026-03-05 06:32:23.067415,1952,QR,P2P,Online Shopping,GPay,Tamil Nadu,Mobile,False,15,6,370,4,Weekday,Morning,5,3.04,317.14,QR,False,0.4,3,1.25,1
TXN00664,user_81,2026-02-15 18:08:23.067429,368,QR,Self Transfer,Fuel,Paytm,Tamil Nadu,Mobile,True,13,2,800,-1,Weekend,Evening,1,1.37,228.57,Intent Link,True,0.72,3,0.25,0
TXN00665,user_20,2026-03-08 16:46:23.067442,1319,Intent Link,Self Transfer,Bills & Utilities,GPay,Delhi,Desktop,False,6,13,523,2,Weekend,Afternoon,9,3.95,971.29,Phone Number,True,0.88,2,3.0,0
TXN00666,user_49,2026-03-03 03:18:23.067456,1113,Phone Number,Self Transfer,Transportation,PhonePe,Karnataka,Mobile,False,12,8,733,1,Weekday,Night,8,0.35,837.71,Intent Link,True,0.73,2,2.67,0
TXN00667,user_58,2026-03-04 22:22:23.067469,461,UPI_ID,Self Transfer,Bills & Utilities,Paytm,Delhi,Mobile,True,3,13,997,-1,Weekday,Night,7,0.94,1851.57,Intent Link,True,0.35,2,2.33,0
TXN00668,user_76,2026-03-05 14:14:23.067483,1950,UPI_ID,P2M,Medical & Pharmacy,Paytm,Karnataka,Desktop,False,4,13,668,2,Weekday,Afternoon,8,7.07,1240.57,QR,True,0.68,5,1.33,0
TXN00669,user_1,2026-03-03 18:10:23.067497,403,QR,P2M,Medical & Pharmacy,BHIM,Karnataka,Mobile,True,13,18,696,0,Weekday,Evening,8,1.05,1789.71,Phone Number,True,0.46,3,2.0,0
TXN00670,user_21,2026-02-23 17:16:23.067511,149,Intent Link,P2M,Bills & Utilities,PhonePe,West Bengal,Desktop,True,13,6,79,1,Weekday,Evening,7,0.59,67.71,UPI_ID,True,0.41,0,7.0,0
